Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
2589,tt1225894,2025-03-18,2025-03-18,,"Testa di bronzo dita d'acciaio","Tong tou tie bei",https://www.imdb.com/title/tt1225894/,Film,5.6,,1972,"Azione, Avventura",24,1973-05,"Sheng-En Chin",,
2590,tt0069158,2025-03-18,2025-03-18,,"La notte del furore","Rage",https://www.imdb.com/title/tt0069158/,Film,6.3,100,1972,"Drammatico, Giallo, Thriller",1426,1972-11-27,"George C. Scott",,
2591,tt0070279,2025-03-18,2025-03-18,,"Ku Fu? Dalla Sicilia con furore","Ku Fu? Dalla Sicilia con furore",https://www.imdb.com/title/tt0070279/,Film,6.0,93,1973,"Azione, Commedia",185,1973-08-30,"Nando Cicero",,
2592,tt0195220,2025-03-18,2025-03-18,,"Il romanzo di un giovane povero","Il romanzo di un giovane povero",https://www.imdb.com/title/tt0195220/,Film,6.2,95,1974,"Drammatico",7,1974-05-10,"Cesare Canevari",,
2593,tt0068759,2025-03-18,2025-03-18,,"Amore mio scaldami","Je suis frigide... pourquoi?",https://www.imdb.com/title/tt0068759/,Film,4.0,99,1972,"Drammatico",218,1974,"Max Pécas",,
2594,tt0069154,2025-03-18,2025-03-18,,"I racconti romani di una ex novizia","I racconti romani di una ex novizia",https://www.imdb.com/title/tt0069154/,Film,4.9,86,1973,"Drammatico, Storico",17,1973-09-21,"Pino Tosini",,
2595,tt0072356,2025-03-18,2025-03-18,,"La vedova inconsolabile ringrazia quanti la consolarono","La vedova inconsolabile ringrazia quanti la consolarono",https://www.imdb.com/title/tt0072356/,Film,5.5,98,1973,"Commedia",205,1973-08-12,"Mariano Laurenti",,
2596,tt1715330,2025-03-18,2025-03-18,,"Kung fu, il vendicatore solitario","Hai do Zhang Bao Zhai",https://www.imdb.com/title/tt1715330/,Film,4.9,,1973,"Azione, Avventura",14,1975,"Cheng-Liang Kwan",,
2597,tt0065755,2025-03-18,2025-03-18,,"Kinkong l'impero dei draghi","Gamera tai Daimaju Jaiga",https://www.imdb.com/title/tt0065755/,Film,5.3,83,1970,"Avventura, Per famiglie, Fantascienza",1680,1970-03-21,"Noriaki Yuasa, Shigeo Tanaka",,
2598,tt0071309,2025-03-18,2025-03-18,,"La ragazza di Via Condotti","La ragazza di Via Condotti",https://www.imdb.com/title/tt0071309/,Film,5.8,97,1973,"Thriller, Poliziesco",173,1973-08-11,"Germán Lorente",,
2599,tt0062342,2025-03-18,2025-03-18,,"Tarzan e i trafficanti d'armi","Tarzan and the Perils of Charity Jones",https://www.imdb.com/title/tt0062342/,Film,6.9,,1971,"Avventura, Azione",46,1971-10-04,"Alex Nicol",,
2600,tt0070483,2025-03-18,2025-03-18,,"L'onorata famiglia - Uccidere è cosa nostra","L'onorata famiglia - Uccidere è cosa nostra",https://www.imdb.com/title/tt0070483/,Film,7.0,86,1973,"Poliziesco, Drammatico",60,1973-03-03,"Tonino Ricci",,
2601,tt0070373,2025-03-18,2025-03-18,,"Maria Rosa la guardona","Maria Rosa la guardona",https://www.imdb.com/title/tt0070373/,Film,4.8,94,1973,"Commedia, Drammatico",16,1973-03-08,"Marino Girolami",,
2602,tt0064432,2025-03-18,2025-03-18,,"Aiuto! mi ama una vergine","Hilfe, mich liebt eine Jungfrau",https://www.imdb.com/title/tt0064432/,Film,4.7,82,1970,"Commedia",45,1971-10-08,"Arthur Maria Rabenalt",,
2603,tt0069830,2025-03-18,2025-03-18,,"Buona parte di Paolina","Buona parte di Paolina",https://www.imdb.com/title/tt0069830/,Film,5.2,89,1973,"Commedia",19,,"Nello Rossati",,
2604,tt0069518,2025-03-18,2025-03-18,,"La mano sinistra della violenza","Xin du bi dao",https://www.imdb.com/title/tt0069518/,Film,7.2,102,1971,"Azione, Drammatico",1834,1971-02-07,"Cheh Chang",,
2605,tt0198930,2025-03-18,2025-03-18,,"Professore venga accompagnato dai suoi genitori","Professore venga accompagnato dai suoi genitori",https://www.imdb.com/title/tt0198930/,Film,5.8,100,1974,"Commedia",17,1974-09-26,"Mino Guerrini",,
2606,tt0072196,2025-03-18,2025-03-18,,"Spasmo","Spasmo",https://www.imdb.com/title/tt0072196/,Film,6.0,94,1974,"Horror, Giallo, Thriller",2317,1974-02-16,"Umberto Lenzi",,
2607,tt0063478,2025-03-18,2025-03-18,,"Quella carogna dell'ispettore Sterling","Quella carogna dell'ispettore Sterling",https://www.imdb.com/title/tt0063478/,Film,5.7,95,1968,"Poliziesco, Drammatico",134,1968-04-13,"Emilio Miraglia",,
2608,tt0204580,2025-03-18,2025-03-18,,"I racconti di Canterbury N. 2","I racconti di Canterbury N. 2",https://www.imdb.com/title/tt0204580/,Film,4.9,95,1972,"Commedia",15,1972,"Lucio Dandolo",,
2609,tt0069951,2025-03-18,2025-03-18,,"La rossa ombra di Riata","The Deadly Trackers",https://www.imdb.com/title/tt0069951/,Film,5.6,110,1973,"Drammatico, Western",1079,1973-12-21,"Barry Shear, Samuel Fuller",,
2610,tt0125986,2025-03-18,2025-03-18,,"Piedino il questurino","Piedino il questurino",https://www.imdb.com/title/tt0125986/,Film,6.3,91,1974,"Commedia, Poliziesco",49,1974-08-13,"Luca Damiano",,
2611,tt0164835,2025-03-18,2025-03-18,,"Sfida alla morte","Xue dou",https://www.imdb.com/title/tt0164835/,Film,5.3,91,1972,"Azione, Drammatico",51,1972-04-13,"Tin Chi Ng",,
2612,tt0069860,2025-03-18,2025-03-18,,"La segretaria","Cebo para una adolescente",https://www.imdb.com/title/tt0069860/,Film,4.8,88,1974,"Commedia, Drammatico, Sentimentale",157,1982-02-08,"Francisco Lara Polop",,
2613,tt0068909,2025-03-18,2025-03-18,,"L'uomo della Mancha","Man of La Mancha",https://www.imdb.com/title/tt0068909/,Film,6.5,132,1972,"Drammatico, Fantastico, Musical, Sentimentale",4991,1973-09-08,"Arthur Hiller",,
2614,tt3141810,2025-03-18,2025-03-18,,"La mafia lo chiamava il Santo ma era un castigo di Dio","Vendetta for the Saint",https://www.imdb.com/title/tt3141810/,Film,6.3,95,1969,"Azione, Avventura, Poliziesco",487,1973,"Jim O'Connolly",,
2615,tt0072062,2025-03-18,2025-03-18,,"La ragazzina","La ragazzina",https://www.imdb.com/title/tt0072062/,Film,4.5,101,1974,"Drammatico",338,1974-02-28,"Mario Imperoli",,
2616,tt0121122,2025-03-18,2025-03-18,,"Cina violenza e furore","Zhong yi men",https://www.imdb.com/title/tt0121122/,Film,5.3,91,1972,"Azione, Drammatico",40,1972-04-20,"Lung Chien",,
2617,tt0069890,2025-03-18,2025-03-18,,"Cleopatra Jones: licenza di uccidere","Cleopatra Jones",https://www.imdb.com/title/tt0069890/,Film,5.9,89,1973,"Azione, Poliziesco, Thriller",3672,1973-07-13,"Jack Starrett",,
2618,tt0070646,2025-03-18,2025-03-18,,"Ming, ragazzi!","Ming, ragazzi!",https://www.imdb.com/title/tt0070646/,Film,3.6,103,1973,"Azione, Commedia",149,1973-09-14,"Antonio Margheriti",,
2619,tt0071259,2025-03-18,2025-03-18,,"Mani sporche sulla città","Busting",https://www.imdb.com/title/tt0071259/,Film,6.4,92,1974,"Commedia, Poliziesco, Drammatico, Thriller",2221,1974-04-13,"Peter Hyams",,
2620,tt0162026,2025-03-19,2025-03-19,,"L'ultima neve di primavera","L'ultima neve di primavera",https://www.imdb.com/title/tt0162026/,Film,6.4,95,1973,"Drammatico",271,1973-12-20,"Raimondo Del Balzo",,
2621,tt0072007,2025-03-19,2025-03-19,,"La polizia chiede aiuto","La polizia chiede aiuto",https://www.imdb.com/title/tt0072007/,Film,6.9,91,1974,"Azione, Poliziesco, Horror, Giallo, Thriller",2682,1974-08-10,"Massimo Dallamano",,
2622,tt0064370,2025-03-19,2025-03-19,,"Executive - La donna che sapeva troppo","The Girl Who Knew Too Much",https://www.imdb.com/title/tt0064370/,Film,5.4,95,1969,"Poliziesco, Drammatico, Thriller",207,1970-05-18,"Francis D. Lyon",,
2623,tt0216371,2025-03-19,2025-03-19,,"Una vita lunga un giorno","Una vita lunga un giorno",https://www.imdb.com/title/tt0216371/,Film,5.5,96,1973,"Drammatico, Thriller",75,1973-09-28,"Ferdinando Baldi",,
2624,tt0070791,2025-03-19,2025-03-19,,"Oscar insanguinato","Theatre of Blood",https://www.imdb.com/title/tt0070791/,Film,7.1,104,1973,"Commedia, Drammatico, Horror",12926,1973-06-07,"Douglas Hickox",,
2625,tt0301623,2025-03-19,2025-03-19,,"Qui Montecarlo... Attenti a quei due!","Mission: Monte Carlo",https://www.imdb.com/title/tt0301623/,Film,6.2,102,1974,"Azione, Poliziesco, Drammatico",165,1974-05-29,"Roy Ward Baker, Basil Dearden",,
2626,tt0070328,2025-03-19,2025-03-19,,"Agente 007 - Vivi e lascia morire","Live and Let Die",https://www.imdb.com/title/tt0070328/,Film,6.7,121,1973,"Azione, Avventura, Thriller",119537,1973-12-19,"Guy Hamilton",,
2627,tt0157377,2025-03-19,2025-03-19,,"Bello come un arcangelo","Bello come un arcangelo",https://www.imdb.com/title/tt0157377/,Film,5.9,100,1974,"Commedia",68,1974-12,"Alfredo Giannetti",,
2628,tt0316759,2025-03-19,2025-03-19,,"Ehi amigo! Tocca a te morire","Three Bullets... for a Long Gun",https://www.imdb.com/title/tt0316759/,Film,5.2,89,1971,"Azione, Avventura, Drammatico, Western",87,1974-10,"Peter Henkel",,
2629,tt0068463,2025-03-19,2025-03-19,,"Decameron proibitissimo","Decameron proibitissimo (Boccaccio mio statte zitto)",https://www.imdb.com/title/tt0068463/,Film,4.9,92,1972,"Commedia",71,1972-08-04,"Marino Girolami",,
2630,tt0062619,2025-03-19,2025-03-19,,"Le svedesi si confessano e...","...som havets nakna vind",https://www.imdb.com/title/tt0062619/,Film,4.0,94,1968,"Commedia, Drammatico, Sentimentale",176,1968-11-08,"Gunnar Höglund",,
2631,tt0068536,2025-03-19,2025-03-19,,"La pendolare","Elle court, elle court, la banlieue",https://www.imdb.com/title/tt0068536/,Film,5.7,91,1973,"Commedia",183,1973-02-15,"Gérard Pirès",,
2632,tt0068874,2025-03-19,2025-03-19,,"Kung fu, l'arte di uccidere","Long xiong hu di",https://www.imdb.com/title/tt0068874/,Film,6.3,87,1972,"Azione, Drammatico",25,1972-08-09,"Chia-Wen Sun",,
2633,tt0070653,2025-03-19,2025-03-19,,"Scorpio","Scorpio",https://www.imdb.com/title/tt0070653/,Film,6.4,114,1973,"Azione, Drammatico, Thriller",5664,1973-09-16,"Michael Winner",,
2634,tt0070553,2025-03-19,2025-03-19,,"La polizia è al servizio del cittadino?","La polizia è al servizio del cittadino?",https://www.imdb.com/title/tt0070553/,Film,6.9,102,1973,"Azione, Poliziesco",138,1973-09-06,"Romolo Guerrieri",,
2635,tt0067340,2025-03-19,2025-03-19,,"I leoni di Pietroburgo","I leoni di Pietroburgo",https://www.imdb.com/title/tt0067340/,Film,4.6,98,1972,"Azione, Drammatico, Storico, Sentimentale",37,1972-01-21,"Mario Siciliano",,
2636,tt0066844,2025-03-19,2025-03-19,,"Blind Man","Blindman",https://www.imdb.com/title/tt0066844/,Film,6.2,105,1971,"Drammatico, Western",1398,1972-05-10,"Ferdinando Baldi",,
2637,tt0069842,2025-03-19,2025-03-19,,"Canterbury n° 2 - Nuove storie d'amore del '300","Canterbury n° 2 - Nuove storie d'amore del '300",https://www.imdb.com/title/tt0069842/,Film,5.1,83,1973,"Commedia",49,1973-01-26,"Roberto Loyola",,
2638,tt0134596,2025-03-19,2025-03-19,,"Crescete e moltiplicatevi","Crescete e moltiplicatevi",https://www.imdb.com/title/tt0134596/,Film,6.9,98,1973,"Commedia",32,1973-04-21,"Giulio Petroni",,
2639,tt1223465,2025-03-19,2025-03-19,,"Wang Yu la tigre del kung-fu","Tian wang quan",https://www.imdb.com/title/tt1223465/,Film,5.3,84,1972,"Azione, Drammatico",26,1972-06-04,"Shan-Hsi Ting",,
2640,tt0071502,2025-03-19,2025-03-19,,"Il fiore delle mille e una notte","Il fiore delle mille e una notte",https://www.imdb.com/title/tt0071502/,Film,6.6,130,1974,"Commedia, Drammatico, Fantastico, Storico, Sentimentale",9523,1974-06-20,"Pier Paolo Pasolini",,
2641,tt0071154,2025-03-19,2025-03-19,,"Appassionata","Appassionata",https://www.imdb.com/title/tt0071154/,Film,5.4,96,1974,"Drammatico",995,1974-06-06,"Gianluigi Calderone",,
2642,tt0068309,2025-03-19,2025-03-19,,"America 1929 - Sterminateli senza pietà","Boxcar Bertha",https://www.imdb.com/title/tt0068309/,Film,6.0,88,1972,"Poliziesco, Drammatico, Sentimentale",11695,1974-01-17,"Martin Scorsese",,
2643,tt0066970,2025-03-19,2025-03-19,,"L'uomo dalle due ombre","De la part des copains",https://www.imdb.com/title/tt0066970/,Film,5.7,94,1970,"Azione, Poliziesco, Drammatico, Thriller",3331,1971-02-05,"Terence Young",,
2644,tt0070693,2025-03-19,2025-03-19,,"La signora è stata violentata","La signora è stata violentata",https://www.imdb.com/title/tt0070693/,Film,5.0,94,1973,"Commedia",51,1973-11-30,"Vittorio Sindoni",,
2645,tt0152373,2025-03-19,2025-03-19,,"Il sergente Rompiglioni","Il sergente Rompiglioni",https://www.imdb.com/title/tt0152373/,Film,5.2,93,1973,"Commedia",60,1976-10-04,"Giuliano Biagetti",,
2646,tt0064886,2025-03-19,2025-03-19,,"Boon il saccheggiatore","The Reivers",https://www.imdb.com/title/tt0064886/,Film,6.6,112,1969,"Commedia, Drammatico",3424,1969-12-25,"Mark Rydell",,
2647,tt0071807,2025-03-19,2025-03-19,,"Agente 007 - L'uomo dalla pistola d'oro","The Man with the Golden Gun",https://www.imdb.com/title/tt0071807/,Film,6.7,125,1974,"Azione, Avventura, Thriller",116940,1974-12-20,"Guy Hamilton",,
2648,tt0069109,2025-03-19,2025-03-19,,"La polizia ringrazia","La polizia ringrazia",https://www.imdb.com/title/tt0069109/,Film,7.0,98,1972,"Poliziesco, Drammatico",909,1972-02-25,"Steno",,
2649,tt0075793,2025-03-26,2025-03-26,,"C'eravamo tanto amati","C'eravamo tanto amati",https://www.imdb.com/title/tt0075793/,Film,8.0,124,1974,"Commedia, Drammatico",8113,1976-01-29,"Ettore Scola",,
2650,tt0232114,2025-03-26,2025-03-26,,"La moglie più bella","La moglie più bella",https://www.imdb.com/title/tt0232114/,Film,7.0,108,1970,"Poliziesco, Drammatico",1186,1970-03-12,"Damiano Damiani",,
2651,tt0067931,2025-03-26,2025-03-26,,"La vendetta è un piatto che si serve freddo","La vendetta è un piatto che si serve freddo",https://www.imdb.com/title/tt0067931/,Film,5.0,97,1971,"Western",356,1971-08-13,"Pasquale Squitieri",,
2652,tt0071242,2025-03-26,2025-03-26,,"Fatti di gente per bene","Fatti di gente perbene",https://www.imdb.com/title/tt0071242/,Film,6.4,120,1974,"Poliziesco, Drammatico, Storico",298,1974-09-28,"Mauro Bolognini",,
2653,tt0134904,2025-03-26,2025-03-26,,"La preda","La preda",https://www.imdb.com/title/tt0134904/,Film,5.3,92,1974,"Poliziesco, Drammatico, Sentimentale",48,1978-11-08,"Domenico Paolella",,
2654,tt0062883,2025-03-26,2025-03-26,,"Inchiesta pericolosa","The Detective",https://www.imdb.com/title/tt0062883/,Film,6.5,114,1968,"Poliziesco, Drammatico, Thriller",4344,1968-05-28,"Gordon Douglas",,
2655,tt0069229,2025-03-26,2025-03-26,,"L'isola del tesoro","Treasure Island",https://www.imdb.com/title/tt0069229/,Film,5.8,95,1972,"Avventura, Drammatico, Per famiglie",1605,1973-08-13,"John Hough, Andrea Bianchi, Antonio Margheriti",,
2656,tt0073744,2025-03-26,2025-03-26,,"L'ultima chance","L'ultima chance",https://www.imdb.com/title/tt0073744/,Film,5.4,106,1973,"Poliziesco, Drammatico",384,1973-09-14,"Maurizio Lucidi",,
2657,tt0070516,2025-03-26,2025-03-26,,"Pasqualino Cammarata... capitano di fregata","Pasqualino Cammarata... capitano di fregata",https://www.imdb.com/title/tt0070516/,Film,4.3,90,1974,"Commedia",54,1974-04-18,"Mario Amendola",,
2658,tt0309807,2025-03-26,2025-03-26,,"London Conspiracy","London Conspiracy",https://www.imdb.com/title/tt0309807/,Film,6.6,98,1974,"Azione, Giallo",116,1974-10-04,"David Greene, James Hill",,
2659,tt0071925,2025-03-26,2025-03-26,,"La nottata","La nottata",https://www.imdb.com/title/tt0071925/,Film,5.8,83,1975,"Commedia, Drammatico",112,1975-01-28,"Tonino Cervi, Boaz Davidson",,
2660,tt0070669,2025-03-26,2025-03-26,,"Sessomatto","Sessomatto",https://www.imdb.com/title/tt0070669/,Film,6.1,115,1973,"Commedia",793,1973-12-20,"Dino Risi",,
2661,tt0072008,2025-03-26,2025-03-26,,"La polizia ha le mani legate","La polizia ha le mani legate",https://www.imdb.com/title/tt0072008/,Film,6.5,95,1975,"Azione, Poliziesco, Drammatico",517,1975-03-27,"Luciano Ercoli",,
2662,tt0131503,2025-03-26,2025-03-26,,"Noa Noa","Noa Noa",https://www.imdb.com/title/tt0131503/,Film,6.1,105,1974,"Drammatico",51,1974-02-24,"Ugo Liberatore",,
2663,tt0071212,2025-03-26,2025-03-26,,"Chi sei?","Chi sei?",https://www.imdb.com/title/tt0071212/,Film,4.8,108,1974,"Horror",2893,1974-11-21,"Ovidio G. Assonitis, Roberto D'Ettorre Piazzoli",,
2664,tt0143822,2025-03-26,2025-03-26,,"La ragazza fuoristrada","La ragazza fuoristrada",https://www.imdb.com/title/tt0143822/,Film,5.2,92,1973,"Commedia",56,1973-08-12,"Luigi Scattini",,
2665,tt0054761,2025-03-26,2025-03-26,,"Il conte di Montecristo","Le comte de Monte Cristo",https://www.imdb.com/title/tt0054761/,Film,6.4,180,1961,"Azione, Avventura, Drammatico",590,1962-04-21,"Claude Autant-Lara",,
2666,tt0197235,2025-03-26,2025-03-26,,"Amore mio non farmi male","Amore mio non farmi male",https://www.imdb.com/title/tt0197235/,Film,5.0,100,1974,"Commedia",87,1974-10-15,"Vittorio Sindoni",,
2667,tt0071134,2025-03-26,2025-03-26,,"Amore amaro","Amore amaro",https://www.imdb.com/title/tt0071134/,Film,5.4,106,1974,"Drammatico",44,1976-03-01,"Florestano Vancini",,
2668,tt0072954,2025-03-26,2025-03-26,,"L'esorciccio","L'esorciccio",https://www.imdb.com/title/tt0072954/,Film,5.7,99,1975,"Commedia, Horror",541,1975,"Ciccio Ingrassia",,
2669,tt0068566,2025-03-26,2025-03-26,,"I familiari delle vittime non saranno avvertiti","I familiari delle vittime non saranno avvertiti",https://www.imdb.com/title/tt0068566/,Film,4.7,93,1972,"Poliziesco, Drammatico",339,1972-08-08,"Alberto De Martino",,
2670,tt0069919,2025-03-26,2025-03-26,,"Se ci provi... io ci sto!","Cops and Robbers",https://www.imdb.com/title/tt0069919/,Film,6.4,89,1973,"Poliziesco, Commedia",919,1973-08-17,"Aram Avakian",,
2671,tt0196886,2025-03-26,2025-03-26,,"I quattro pistoleri di Santa Trinità","I quattro pistoleri di Santa Trinità",https://www.imdb.com/title/tt0196886/,Film,5.4,85,1971,"Western",88,1971-05-29,"Giorgio Cristallini",,
2672,tt0067343,2025-03-26,2025-03-26,,"L'amore è solo una parola","Liebe ist nur ein Wort",https://www.imdb.com/title/tt0067343/,Film,5.7,111,1971,"Drammatico, Sentimentale",113,1971-11-12,"Alfred Vohrer",,
2673,tt0070034,2025-03-27,2025-03-27,,"I 3 dell'Operazione Drago","Enter the Dragon",https://www.imdb.com/title/tt0070034/,Film,7.6,102,1973,"Azione, Poliziesco, Thriller",116618,1974-01-11,"Robert Clouse",,
2674,tt0086097,2025-03-27,2025-03-27,,"Permettete signora che ami vostra figlia?","Permettete signora che ami vostra figlia?",https://www.imdb.com/title/tt0086097/,Film,6.6,102,1974,"Commedia, Drammatico, Sentimentale",60,1974-04-13,"Gian Luigi Polidoro",,
2675,tt1172538,2025-03-27,2025-03-27,,"Seduzione coniugale","Seduzione coniugale",https://www.imdb.com/title/tt1172538/,Film,6.2,87,1974,"Drammatico",14,1974-05-18,"Franco Daniele",,
2676,tt0071249,2025-03-27,2025-03-27,,"Voglio la testa di Garcia","Bring Me the Head of Alfredo Garcia",https://www.imdb.com/title/tt0071249/,Film,7.4,112,1974,"Azione, Poliziesco, Drammatico, Thriller, Western",22402,1974-10-05,"Sam Peckinpah",,
2677,tt0067087,2025-03-27,2025-03-27,,"I primi turbamenti","Faustine et le bel été",https://www.imdb.com/title/tt0067087/,Film,5.7,98,1972,"Commedia, Drammatico, Sentimentale",479,1972-01-12,"Nina Companeez",,
2678,tt0198711,2025-03-27,2025-03-27,,"Manone il ladrone","Manone il ladrone",https://www.imdb.com/title/tt0198711/,Film,,,1974,"Azione, Commedia",0,,"Antonio Margheriti",,
2679,tt0054423,2025-03-27,2025-03-27,,"L'ultimo dei Vikinghi","L'ultimo dei Vikinghi",https://www.imdb.com/title/tt0054423/,Film,4.7,103,1961,"Azione, Avventura, Guerra",237,1961-02-08,"Giacomo Gentilomo",,
2680,tt0071150,2025-03-27,2025-03-27,,"L'anticristo","L'anticristo",https://www.imdb.com/title/tt0071150/,Film,5.8,112,1974,"Drammatico, Horror",2084,1974-11-22,"Alberto De Martino",,
2681,tt0065999,2025-03-27,2025-03-27,,"La morte nella mano","Long hu dou",https://www.imdb.com/title/tt0065999/,Film,6.8,87,1970,"Azione, Poliziesco, Drammatico",975,1970-11-27,"Jimmy Wang Yu",,
2682,tt0195699,2025-03-27,2025-03-27,,"Fatevi vivi, la polizia non interverrà","Fatevi vivi, la polizia non interverrà",https://www.imdb.com/title/tt0195699/,Film,5.3,90,1974,"Azione, Poliziesco",100,1974-08-13,"Giovanni Fago",,
2683,tt0071197,2025-03-27,2025-03-27,,"Basta con la guerra... facciamo l'amore","Basta con la guerra... facciamo l'amore",https://www.imdb.com/title/tt0071197/,Film,5.6,95,1974,"Commedia",45,1974-04-24,"Andrea Bianchi",,
2684,tt0201067,2025-03-27,2025-03-27,,"Il santo patrono","Il santo patrono",https://www.imdb.com/title/tt0201067/,Film,6.0,91,1972,"Commedia",28,1972-04-01,"Bitto Albertini",,
2685,tt0071339,2025-03-27,2025-03-27,,"Codice d'amore orientale","Codice d'amore orientale",https://www.imdb.com/title/tt0071339/,Film,4.8,,1974,"Documentario",19,,"Piero Vivarelli",,
2686,tt1404408,2025-03-27,2025-03-27,,"Il segreto della palma d'acciaio","Shuang tian zhi zun",https://www.imdb.com/title/tt1404408/,Film,6.3,86,1973,"Azione, Avventura, Poliziesco, Drammatico",21,1974,"Min-Hsiung Wu",,
2687,tt0072288,2025-03-27,2025-03-27,,"Una calibro 20 per lo specialista","Thunderbolt and Lightfoot",https://www.imdb.com/title/tt0072288/,Film,7.0,115,1974,"Azione, Commedia, Poliziesco, Drammatico",30526,1974-10-18,"Michael Cimino",,
